EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
042883697,SHREWSBURY YOUTH SOCCER ASSOCIATION INC,,PO BOX 604,SHREWSBURY,MA,01545-8604,0000,03,3,1000,198610,1,16,300000000,1,01,202412,4,4,01,0,12,291388,244824,244824,N64Z,
042883700,HARBORLIGHT NURSERY SCHOOL INC,,221 CABOT ST,BEVERLY,MA,01915-5718,0000,03,3,1000,198706,1,11,046000000,1,01,202408,4,4,01,0,08,295763,350619,350619,B21Z,
042883734,BRAINTREE AFTER SCHOOL ENRICHMENT INC B A S E,,426 POND ST,BRAINTREE,MA,02184-6827,0000,03,3,1000,198604,1,16,995000000,1,01,202407,7,6,01,0,07,5515205,3179767,3157202,B9XZ,
042883771,NEW ENGLAND ADOLESCENT RESEARCH INSTITUTE INC,,201 EAST ST,EASTHAMPTON,MA,01027-1234,0000,03,3,2000,198611,1,11,031059000,1,01,202406,6,6,01,0,06,4077355,4939550,4939550,,
042883790,SONS OF ITALY IN AMERICA,% ANTHONY VARDINSKI,196 ADAMS ST,NEWTON,MA,02458-1203,3610,08,9,1000,194106,1,00,000000000,5,01,202412,3,3,01,0,12,45092,85980,85980,Y40,1069 AMBROSE D CEDRONE
042884012,CHELMSFORD LAND CONSERVATION TRUST INC,,PO BOX 216,CHELMSFORD,MA,01824-0216,0000,03,3,1000,198907,1,15,350000000,1,01,202412,5,3,02,0,12,803490,38140,38140,C340,
042884019,NEWBURYPORT YOUTH SOCCER ASSOC INC,% WILLIAM LARSEN,PO BOX 1115,NEWBURYPORT,MA,01950-6115,0000,03,3,1000,198608,1,15,321995000,1,01,202212,4,4,01,0,12,394696,197782,197782,N64,
042884648,SONS OF ITALY IN AMERICA,% THOMAS MAGNO,99 CEDAR ST,WALTHAM,MA,02453-5964,3610,08,9,1000,194106,1,00,000000000,5,01,202509,5,4,01,0,09,515568,200338,121018,,648 DANTE ALIGHERI
042884692,GREATER BOSTON RECONSTRUCTIONIST HAVURAH INC,,PO BOX 610431,NEWTON HLDS,MA,02461-0431,0000,03,3,7000,198806,1,10,001000000,1,01,,0,0,06,0,06,,,,,
042884693,BULLOUGHS POND ASSOCIATION INC,% JOE TISCHLER,44 BULLOUGH PARK,NEWTONVILLE,MA,02460-2479,0000,03,3,1000,198708,1,15,350351000,1,01,202506,0,0,02,0,06,0,0,0,,
042884889,COMMUNITY MEALS INC,,PO BOX 8146,WARD HILL,MA,01835-0646,0000,03,3,7000,198605,1,10,560006000,1,01,,0,0,06,0,12,,,,,
042886420,JUNIOR AID ASSOCIATION OF MALDEN,,1410 EASTERN AVE,MALDEN,MA,02148-6112,0000,03,3,1000,201610,1,16,151000000,1,01,202507,3,3,01,0,07,29225,67741,30991,T50,
042886432,AMERICAN-ARAB MEDIA FOUNDATION INC,% SEMAAN HAIDAR,31 SHORE RD,WELLESLEY,MA,02482-4215,0000,03,3,1000,198612,1,04,119000000,1,25,202212,3,2,00,1,12,25585,16450,,,
042886494,GROVE HALL NEIGHBORHOOD DEVELOPMENT CORPORATION,,7 CHENEY ST,DORCHESTER,MA,02121-2603,0000,03,3,1000,202404,1,16,381000000,1,01,202312,8,6,01,0,12,11594614,2921003,238481,S20,
042887293,PARKWAY CONCERT ORCHESTRA INC,% MARTIN J ROONEY ESQ,PO BOX 1025,DEDHAM,MA,02027-1025,0000,03,3,1000,198702,1,16,090000000,1,01,202505,0,0,02,0,05,0,0,0,,
042887800,WHITINSVILLE FISH AND GAME CLUB INC,% RICHARD BOUCHER,PO BOX 921,DOUGLAS,MA,01516-0921,0000,07,1,1000,199503,2,00,286000000,5,01,202412,4,4,01,0,12,411902,154084,154084,,
042887815,BIGELOW COOPERATIVE DAY CARE CENTER,% JOHN WAITE,44 PARK ST,SOMERVILLE,MA,02143-3614,0000,03,3,2000,198709,1,16,574000000,1,01,202408,5,6,01,0,08,899956,1117235,1117235,P33Z,
042887844,BOSTON CHINESE CHURCH OF SAVING GRACE,,115 BROADWAY,BOSTON,MA,02116-5415,0000,03,3,7000,198903,1,10,001000000,1,01,,0,0,06,0,12,,,,,
042887957,JESUS HELPS NEIGHBORHOOD BAPTIST CHURCH,,77 W COTTAGE ST,DORCHESTER,MA,02125-2900,0000,03,3,7000,198903,1,10,001000000,1,01,,0,0,06,0,04,,,,,
042887969,FRIENDS OF THE LINCOLN LIBRARY INC,,3 BEDFORD RD,LINCOLN,MA,01773-2018,0000,03,3,2000,198605,1,16,061000000,1,01,202506,3,3,02,0,06,67749,48594,48455,,
042888042,BETHLEHEM LUTHERAN CHURCH,,345 MAIN ST,STURBRIDGE,MA,01566-0000,9386,03,9,7000,198704,1,10,001000000,5,01,,0,0,06,0,01,,,,,
042888061,FRIENDS OF THE CHELSEA PUBLIC LIBRARY INC,% DOUGLAS B MAUCH,569 BROADWAY,CHELSEA,MA,02150-2953,0000,03,3,1000,198611,1,15,061000000,1,01,202412,0,0,02,0,12,0,0,0,,
042888062,NATIONAL SOCIETY COLONIAL DAMES XVII CENTURY,% RUTH COLBY PRES,29 MANSFIELD AVE,NORTON,MA,02766-2223,1573,03,9,1200,196709,1,16,059000000,5,01,202504,0,0,02,0,04,0,0,0,,PATIENCE BREWSTER CHAPTER
042888373,BAYSTATE MEDICAL PRACTICES INC,,759 CHESTNUT ST,SPRINGFIELD,MA,01199-1001,0000,03,3,1000,198608,1,16,916040000,1,01,202409,9,9,01,0,09,99089827,490696666,444871496,E190,
042888548,WOODSIDE DAYCARE CENTER INC,,155 WOODSIDE AVE,AMHERST,MA,01002-2545,0000,03,3,2000,198609,1,11,046574000,1,01,202406,4,5,01,0,06,327194,854828,854828,P33Z,
042888637,SWANSEA SOMERSET YOUTH SOCCER LEAGUE,,331 ELSBREE ST,FALL RIVER,MA,02720-7211,0000,03,3,2000,199908,1,16,000000000,1,01,202501,5,4,01,0,01,636729,244152,244152,N64,
042888658,READING MEMORIAL HIGH SCHOOL BAND PARENTS ORGANIZATION,,62 OAKLAND RD,READING,MA,01867-1613,0000,03,3,1000,198702,1,16,035601602,1,01,202506,3,4,01,0,06,57368,119009,68788,,
042888689,LEXINGTON HOUSING ASSISTANCE BOARD INC,,1620 MASSACHUSETTS AVE STE 4,LEXINGTON,MA,02420-3826,0000,03,3,1000,202507,1,15,000000000,1,01,202412,8,5,01,0,12,22882005,812726,809892,L21,
042888703,THE FRIENDS OF THE JOSEPH H PLUMB MEMORIAL LIBRARY INC,% GAIL ROBERTS,PO BOX 69,ROCHESTER,MA,02770-0069,0000,03,3,1200,201908,1,16,602000000,2,01,202412,0,0,02,0,12,0,0,0,A03,
042888808,HUBBARD HEALTH SYSTEMS INC,,PO BOX 1240,WEBSTER,MA,01570-4240,0000,03,3,1000,198802,1,22,154000000,1,01,202409,5,3,02,0,09,942100,37062,37062,E21,
042888834,CHRISTOPHER F COOK MEMORIAL SCHOLARSHIP TRUST FUND,% SANDRA COOK,29 BRIDGE AVE,SCITUATE,MA,02066-4330,0000,03,3,1000,198902,1,04,602000000,1,01,202412,3,1,00,1,12,32048,1798,,,
042888848,FREE SOFTWARE FOUNDATION INC,,31 MILK ST,BOSTON,MA,02196-7108,0000,03,3,1000,198605,1,16,120199092,1,01,202409,6,6,01,0,09,1442543,1186872,1177880,,
042889803,MASSACHUSETTS COUNCIL FOR ADULT FOSTER CARE INC,% COMMUNITY ENTERPRISES,979 DICKINSON ST,SPRINGFIELD,MA,01108-3118,0000,03,3,1000,199010,1,15,998000000,1,01,202406,4,1,02,0,06,178721,10,10,,
042890414,ROTARY INTERNATIONAL,,PO BOX 39,HINGHAM,MA,02043-0039,0573,04,9,3000,194209,2,00,520349200,5,01,202506,0,0,02,0,06,0,0,0,,HINGHAM
042891869,THE THOMAS E TUTTLE POST NO 7239 VETERANS OF FOREIGN WARS OF THE,% PAUL ROBITAILLE,28 ROOSEVELT ST,ACUSHNET,MA,02743-2232,0000,04,3,3000,202212,2,00,907908000,5,01,202412,0,0,02,0,12,0,0,0,W30,7239
042892184,GARDEN CLUB FEDERATION OF MASSACHUSETTS INC,% SUE FARMER,PO BOX 167,DANVERS,MA,01923-0267,4277,03,9,2000,200402,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,C42,DANVERS GARDEN CLUB
042892342,SOUTH MEADOW VILLAGE ASSOCIATION INC,% JOHN SYRIA,36-10 SOUTH MEADOW VLG,CARVER,MA,02330-1897,0000,07,3,1000,198708,2,00,998000000,1,01,202508,4,3,01,0,08,100907,71191,71191,,
042892352,FRIENDS OF THE DALTON COUNCIL ON AGING INC,,PO BOX 15,DALTON,MA,01227-0015,0000,03,3,1000,199609,1,15,575000000,1,01,202412,0,0,02,0,12,0,0,0,P99Z,
042892353,HELEN S AARON EDUCATIONAL TR LEAGUE OF WOMEN VOTERS OF CAPE COD AREA,% RICHARD UTT,PO BOX 877,ORLEANS,MA,02653-0877,0000,03,3,1000,198604,1,15,481994482,1,01,202406,0,0,02,0,06,0,0,0,,
042892459,FINANCIAL PLANNING ASSOCIATION,% KRISTIN BEANE,PO BOX 76,WESTBOROUGH,MA,01581-0076,3687,06,9,2000,200009,2,00,200205000,1,01,202412,4,4,01,0,12,206576,204674,204674,S41,FPA OF NEW ENGLAND
042893024,BEVERLY CHAMBER OF COMM,% KELLY DEFELICE,28 CABOT ST,BEVERLY,MA,01915-4836,0000,03,3,1000,198704,1,15,402000000,1,01,202412,4,4,01,0,12,169984,339601,339601,,
042893855,MASSACHUSETTS STATE COUNCIL KNIGHTS OF COLUMBUS BUILDING ASSOCIATION I,,470 WASHINGTON STREET,NORWOOD,MA,02062-2337,0000,02,3,1000,198703,2,00,912000000,1,01,202404,4,3,01,0,04,249408,32400,32400,,
042893906,WILLOWOOD OF NORTH ADAMS INC,% MONIQUE DELMOLINO,75 NORTH ST STE 210,PITTSFIELD,MA,01201-5126,0000,03,3,1000,200011,1,16,000000000,1,01,202412,8,8,01,0,12,11928425,12778596,12778596,E910,
042893911,WILLOWOOD OF WILLIAMSTOWN INC,% MONIQUE DELMOLINO,75 NORTH ST STE 210,PITTSFIELD,MA,01201-5126,0000,03,3,1000,200011,1,16,000000000,1,01,202412,8,8,01,0,12,29498536,17234012,17234012,E910,
042894904,NEWBURYPORT YOUTH HOCKEY LEAGUE INC,,28 GOLDSMITH DR,NEWBURYPORT,MA,01950-3428,0000,03,3,2000,198612,1,16,321000000,1,01,202503,4,4,01,0,03,105872,145870,145870,N68Z,
042895402,METRO CHURCH,,401 ELM ST,MARLBOROUGH,MA,01752-4566,0000,03,3,7000,200504,1,10,000000000,0,01,200612,0,0,06,0,12,,,,X21,
042895628,SHERBORN COMMUNITY CENTER FOUNDATION INC,% DOUGLAS FURBUSH,3 SANGER ST,SHERBORN,MA,01770-1440,0000,03,3,1000,198610,1,15,297000000,1,01,202506,4,4,01,0,06,462210,448908,286631,A82Z,
042896236,AMERICAN LEGION,% EVANS FOTOS,570 MILL ST,WORCESTER,MA,01602-2489,0925,19,9,1000,194603,1,00,907908000,5,01,202412,4,4,01,0,12,382740,218048,218048,,288 TATNUCK POST
042896463,ACTON INDOOR TENNIS ASSOCIATION INC,,908 MAIN ST,ACTON,MA,01720-5808,0000,07,3,1000,199801,2,00,287000000,1,01,202506,4,4,01,0,06,414899,181160,181160,,
042897220,CHICOPEE PORTUGUESE AMERICAN CLUB INC,,147-149 EXCHANGE ST,CHICOPEE,MA,01013-0000,0000,07,3,1000,200102,2,00,000000000,1,01,202412,5,4,01,0,12,734704,435117,236942,N50,
042897314,PORTUGUESE-AMERICAN RECREATION CLUB OF WOBURN MA,,81 MAIN ST,WOBURN,MA,01801-5642,0000,07,3,1000,199703,2,00,000000000,1,01,202412,3,3,01,0,12,59522,68339,40031,,
042897436,VIETNAM VETERANS OF AMERICA INC,% HAROLD F TRIPP JR,PO BOX 1214,WESTPORT,MA,02790-0695,3202,19,9,1000,198411,1,00,907000000,1,01,202502,0,0,02,0,02,0,0,0,,207 CHAPTER
042897442,ASCENTRIA CARE ALLIANCE INC,% PRESENTATION REHAB & SKILLED,10 BELLAMY ST,BOSTON,MA,02135-1502,6011,03,9,1000,198309,1,16,000000000,1,01,202406,8,8,01,0,06,23997369,16275639,16275639,P75,EMANUEL DEVELOPMENT CORPORATION
042897447,SOMERVILLE HOMELESS COALITION INCORPORATED,% 1 DAVIS SQ,1 DAVIS SQ,SOMERVILLE,MA,02144-2904,0000,03,3,1000,198710,1,15,399000000,1,01,202406,7,7,01,0,06,6438116,8443875,8416876,P850,
042897621,STAGE SOURCE INC,,15 CHANNEL CENTER ST 103,BOSTON,MA,02210-3427,0000,03,3,1000,198606,1,15,119000000,1,01,202309,4,3,01,0,09,239700,87600,87600,A33Z,
042897624,QUINSIGAMOND COMMUNITY COLLEGE FOUNDATION INC,% LISA SCHLEGEL,670 W BOYLSTON ST,WORCESTER,MA,01606-2064,0000,03,3,1000,198605,1,13,059000000,1,01,202406,7,6,01,0,06,7815167,1475684,1475684,B112,
042897887,LEX AMERICA INC,% ELIZABETH VICTOR,90 SHERMAN STREET,CAMBRIDGE,MA,02140-3264,0000,03,3,1000,200307,1,15,000000000,1,01,202409,4,4,01,0,09,132886,182807,182807,A70,
042897922,SUZUKI ASSOCIATION OF MASSACHUSETTS,% JENNIFER SHERK,PO BOX 20,WABAN,MA,02468-0001,0000,03,3,1000,198608,1,16,090000000,1,01,202408,0,0,02,0,08,0,0,0,,
042897930,MASSACHUSETTS COUNCIL ON FAMILY MEDIATION INC,% KATHLEEN TOWNSEND,9 MAIN ST,SOUTHBOROUGH,MA,01772-1640,0000,03,3,1000,198602,1,15,200000000,1,01,202412,4,3,02,0,12,120140,46485,35506,,
042898033,GARDEN CLUB FEDERATION OF MASSACHUSETTS INC,% DONNA TRAINOR,18 WOODLAND ST,SHERBORN,MA,01770-1408,4277,03,9,2100,200402,1,16,356379000,1,01,202506,0,0,02,0,06,0,0,0,C42,SHERBORN BOGGESTOW GARDEN CLUB
042898238,FRIENDS OF STURBRIDGE-FISKDALE SENIORS INC,% BEVERLY SPREEMAN,480 MAIN ST,STURBRIDGE,MA,01518-1290,0000,03,3,1000,201407,1,15,035296000,1,01,202506,0,0,02,0,06,0,0,0,P11,
042898336,BROCKTON FOURSQUARE CHURCH,,421 TORREY ST,BROCKTON,MA,02301-4617,1061,03,9,7000,194910,1,10,325059927,5,01,,0,0,06,0,09,,,,,
042898390,NORTH SHORE WOMEN IN BUSINESS INC,% MICHELLE PEPIN,PO BOX 103,DANVERS,MA,01923-0103,0000,06,3,1000,199410,2,00,200000000,1,01,202409,3,3,02,0,09,38225,43277,43277,,
042898418,FRIENDS OF THE BOXBOROUGH LIBRARY,% PATRICIA A FALLON,427 MASSACHUSETTS AVE,BOXBOROUGH,MA,01719-1504,0000,03,3,2800,201409,1,16,998000000,1,01,202503,0,0,02,0,03,0,0,0,T12,
042898457,COMMONWEALTH VINTAGE DANCERS,% BARBARA M PUGLIESE,39 CAPEN ST,MEDFORD,MA,02155-5824,0000,03,3,1000,199606,1,16,062000000,1,01,202412,0,0,02,0,12,0,0,0,,
042898460,CAMPBELL HIGHLANDERS,% BRUCE CAMPBELL,36 WALNUT AVE,ANDOVER,MA,01810-3113,0000,03,3,2000,198608,1,16,090062000,5,01,202412,0,0,02,0,12,0,0,0,,
042898472,SHED INC,,65 PHILLIPS ST,ANDOVER,MA,01810-4032,0000,03,3,7000,198803,1,11,998000000,1,01,202406,7,7,01,0,06,9300064,5534521,4609842,P330,
042898483,BREAD AND ROSES HERITAGE COMMITTEE INC,% PAMELA YAMEEN,PO BOX 1137,LAWRENCE,MA,01842-2137,0000,03,3,1000,198908,1,15,064000000,1,01,202412,3,3,01,0,12,38249,78361,37832,N52Z,
042898528,SPRINGFIELD MA FIRST KOREAN CHURH OF THE NAZARENE,,981 WILBRAHAM RD,SPRINGFIELD,MA,01109-2022,1588,03,9,7000,196307,1,10,001000000,5,01,,0,0,06,0,12,,,,,
042898638,JAZZ COMPOSERS ALLIANCE INC,% DARELL KATZ,23 WILLOW ST,WALTHAM,MA,02453-6832,0000,03,3,1200,201408,1,15,090000000,1,01,202407,0,0,02,0,07,0,0,0,A68,
042898668,ASHFORD ASSOCIATES,% NICHOLAS ASHFORD,65 UNDINE RD,BRIGHTON,MA,02135-3811,0000,03,3,1000,198709,1,04,124181000,5,01,202412,5,3,00,1,12,789488,98323,,E73Z,
042898720,808-812 MEMORIAL DRIVE TENANTS ASSOCIATION INC,% REBECCA LEAMAN,808 MEMORIAL DRIVE,CAMBRIDGE,MA,02139-4637,0000,03,3,1000,201703,1,16,000000000,1,01,202412,1,2,02,0,12,6805,20027,20027,P20,
042898851,HYMAN AND SHIRLEY HILL FOUNDATION,,PO BOX 212,MILFORD,MA,01757-0212,0000,03,3,1000,000000,1,04,000000000,5,01,202506,4,1,00,1,06,161497,9705,,,
042898870,VOTER EDUCATION FUND OF THE LEAGUE OF WOMEN VOTERS OF BELMONT,% KATHERINE BICER,PO BOX 426,BELMONT,MA,02478-0004,0000,03,3,1000,198804,1,15,120123000,2,01,202412,0,0,02,0,12,0,0,0,,BELMONT VOTER EDUCATION FUND
042898893,PROVIDENCE MINISTRIES FOR THE NEEDY INC,,51 HAMILTON ST,HOLYOKE,MA,01040-5636,0928,03,9,1200,194603,1,15,001030150,5,01,202412,5,6,01,0,12,873566,2640765,2570305,L400,
042899109,GENTLE DRAGON PRE-SCHOOL INC,,111 ARLINGTON ST,MEDFORD,MA,02155-6707,0000,03,3,2000,199103,1,11,046032000,1,01,202412,4,3,01,0,12,103533,88103,88103,B21Z,
042899567,TRURO POLICE ASSOCIATION INC,,344 ROUTE 6 BOX 808,TRURO,MA,02666-0000,0000,03,3,1000,199406,1,15,406000000,1,01,202412,3,3,02,0,12,70893,32042,32042,I20Z,
042899568,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% ANGELA SASSO,8 BEACON STREET,BOSTON,MA,02108-3722,1381,05,9,3000,195708,2,00,263264279,5,01,202412,0,0,02,0,12,0,0,0,,L3338MA MEDFORD MA SCHOOL CLERICALS
042899624,MERRY-GO-ROUND NURSERY SCHOOL INC,,350 FULTON ST,MEDFORD,MA,02155-1707,0000,03,3,2000,198706,1,11,046032000,1,01,202412,3,4,01,0,12,39687,125820,125820,B21Z,
042899784,INSULATION INDUSTRY PROMOTION FUND OF MASSACHUSETTS,,100 GROSSMAN DR STE 300,BRAINTREE,MA,02184-4957,0000,06,3,1000,198607,2,00,200209000,1,01,202412,5,4,01,0,12,595465,351072,351072,,
042899819,ASCLEPIUS CORPORATION,,255 INDEPENDENCE DR,HYANNIS,MA,02601-1854,0000,03,3,1000,198704,1,17,602000000,1,01,202406,5,4,01,0,06,858929,347344,347344,S47Z,
042899822,WGAM JUNIOR SCHOLARSHIP FUND INC,% JEANNE-MARIE BOYLAN,300 COMMERCIAL STREET,BOSTON,MA,02109-1185,0000,03,3,1000,198804,0,15,000000000,1,01,202410,4,2,02,0,10,262514,16881,16881,,
042900017,WALPOLE MEDIA CORPORATION,,275 COMMON ST,WALPOLE,MA,02081-3254,0000,03,3,2000,198706,1,15,121000000,1,01,202506,5,5,01,0,06,800295,531537,531537,A32Z,
042900242,FRIENDS OF THE LYNN COUNCIL ON AGING INC,% JOAN B NOBLE,12 CONCORD STREET,LYNN,MA,01902-1697,0000,03,3,1000,202405,1,15,927000000,1,01,202505,0,0,02,0,05,0,0,0,P81,
042900268,SAINT BENEDICT ABBEY,% JAMEM DORAN,252 STILL RIVER RD,HARVARD,MA,01451-1349,0928,03,9,1000,000000,0,10,000000000,5,01,200012,0,0,06,0,12,,,,,
042900424,EDMUND & BETSY CABOT CHARITABLE FOUNDATION,% CABOT-WELLINGTON LLC,22 BATTERYMARCH ST LBBY 2,BOSTON,MA,02109-4854,0000,03,3,1000,198612,1,04,602000000,2,01,202412,7,6,00,1,12,8172640,1308677,,,
042900632,RADCLIFFE CLASS OF 1955 ASSOCIATION,% JOAN CANZANELLI,360 MOUNT AUBURN ST APT 101,CAMBRIDGE,MA,02138-5596,0000,03,3,1000,198609,1,15,034000000,5,01,202412,0,0,02,0,12,0,0,0,,
042900642,THE FAYE H DEANE SCHOLARSHIP FUND C/O THOMAS A MADDIGAN,,22 PARTRIDGE DR,HINGHAM,MA,02043-3024,0000,03,3,1000,199803,1,04,602040000,2,01,202412,4,4,00,1,12,320153,183230,,T20Z,
042900822,ASSOCIATES OF THE BOSTON PUBLIC LIBRARY INC,,700 BOYLSTON ST,BOSTON,MA,02116-2813,0000,03,3,1000,198609,1,15,602927119,1,01,202406,8,7,01,0,06,11619960,5971757,3280419,B117,
042900829,POLAROID RETIREES ASSOCIATION INC,% NINO DI LANNI,9 MILL BROOK AVE,WALPOLE,MA,02081-2109,0000,04,3,1000,198609,2,00,260268566,1,01,202412,3,3,02,0,12,34655,33660,33660,,
042900865,SOUTHILL CHILDRENS FUND INC,,47 FARRAGUT ROAD,SOUTH BOSTON,MA,02127-1729,0000,03,3,1000,198811,1,15,044349029,1,01,202412,0,0,02,0,12,0,0,0,,
042900885,INDIAN ASSOCIATION OF GREATER SPRINGFIELD,,PO BOX 60641,LONGMEADOW,MA,01116-0641,0000,03,3,2100,198609,1,15,119149319,5,01,202412,0,0,02,0,12,0,0,0,,
042900954,SUDBURY SWIM TEAM INC,% CHRISTIANNE MURRAY,50 KATO DR,SUDBURY,MA,01776-2447,0000,07,3,1000,198703,2,00,287298000,1,01,202410,0,0,02,0,10,0,0,0,,
042900971,MERRIMACK VALLEY LIBRARY CONSORTIUM INC,% LAURA SPURR,354 MERRIMACK STREET,LAWRENCE,MA,01843-1754,0000,03,0,1000,198904,1,16,000000000,5,01,202506,5,6,01,0,06,859616,2582818,2582818,,
042900979,MALDEN YOUTH SOCCER ASSOCIATION,,PO BOX 513,MALDEN,MA,02148-0010,0000,03,3,1000,202011,1,16,298000000,1,01,202412,3,4,01,0,12,78760,174540,174540,N64,
042901176,PLYMOUTH AREA COALITION FOR THE HOMELESS,,149 BISHOPS HWY,KINGSTON,MA,02364-2013,0000,03,3,1000,198609,1,15,380000000,1,01,202406,7,7,01,0,06,6833189,6149523,5204343,L410,
042901246,BOSTON TOOLING & MACHINING ASSOCIATION INC,,PO BOX 95,DRACUT,MA,01826-0095,0000,06,3,2000,198706,2,00,200000000,1,01,202407,3,3,02,0,07,41822,42433,42433,,
042901298,WORCESTER REGIONAL RESEARCH BUREAU INC,% ROBERTA SCHAEFFER,100 FRONT ST FLOOR 19,WORCESTER,MA,01608-1425,0000,03,3,1000,198602,1,15,124994123,1,01,202412,6,5,01,0,12,1690747,673424,673424,W17E,
042901347,CAPE ORGANIZATION FOR RIGHTS OF THE DISABLED INC,,765 ATTUCKS LN,HYANNIS,MA,02601-1867,0000,03,3,1000,198605,1,15,431531559,1,01,202406,6,6,01,0,06,1394485,1226763,1223570,R23Z,
042901362,REDEMPTION ROCK CHURCH,,1 HAGER PARK RD,WESTMINSTER,MA,01473-1523,0000,03,3,7000,198702,1,10,029007000,1,01,,0,0,06,0,12,,,,,
042901370,FRIENDS OF THE NORTON SENIOR CENTER INC,,PO BOX 623,NORTON,MA,02766-0623,0000,03,3,1000,198609,1,15,575296319,1,01,202506,4,4,01,0,06,124665,120899,120295,,
042901371,NORTHEAST HUMAN RESOURCES ASSOCIATION INC,% TRACY BURNS CEO,PO BOX 151,WALPOLE,MA,02081-0151,0000,06,3,2000,198706,2,00,200000000,1,01,202505,5,6,01,0,05,742902,1099315,1081169,,
042901423,ROTARY INTERNATIONAL,% CASTRO & THRESHER CPA,PO BOX 635,ATTLEBORO,MA,02703-0011,0573,04,9,1000,194209,2,00,520349200,1,01,202406,3,3,02,0,06,46321,36370,36370,,ATTLEBORO
042901642,VETERANS OF FOREIGN WARS DEPARTMENT OF MASSACHUSETTS,% JOSEPH BUSHIKA III,17 SCHOOL ST,CLARKSBURG,MA,01247-0000,1713,19,9,1000,196501,1,00,907000000,1,01,202412,0,0,02,0,12,0,0,0,,9144 PETER COOK VFW MASI POST
042901651,COMMUNITY ENRICHMENT INC,% RHONDA BRACE,PO BOX 90173,SPRINGFIELD,MA,01139-0173,0000,03,3,1000,198702,1,16,560000000,1,01,202412,2,1,02,0,12,18019,1910,1910,,
042901664,BOARD OF REGENTS OF HIGHER ED MASS TCHRS ASSOC H & W FUND,% GET REILLY,424 ADAMS ST CO GT REILLY COMP,MILTON,MA,02186-4358,0000,09,3,1000,198701,2,00,263265033,1,01,202406,8,7,01,0,06,10405382,7822054,7607583,,
042901686,CONGREGATION SHAARAI TORAH,,835 PLEASANT ST,WORCESTER,MA,01602-1911,0000,03,3,7000,199902,1,10,000000000,1,01,,0,0,06,0,08,,,,X30,SONS OF ABRAHAM WEST
042901810,MARTHAS VINEYARD FIGURE SKATING CLUB,,PO BOX 1542,VINEYARD HVN,MA,02568-0907,0000,03,3,1000,199009,1,16,300285000,1,01,202406,3,4,01,0,06,36868,104720,104720,N68Z,
042901917,NORTHEAST WASTE MANAGEMENT OFFICIALS ASSOCIATION INC,,68 HARRISON AVE STE 605 PMB 810718,BOSTON,MA,02111-1929,0000,03,3,1000,201202,1,15,994379123,1,01,202409,5,6,01,0,09,718103,1641862,1641862,W03,
042904090,NORTHBOROUGH EXTENDED DAY PROGRAMS INC,% KELLY MCDONOUGH,PROGRAMS INC 63 MAIN STREET,NORTHBOROUGH,MA,01532-0000,0000,03,3,1000,198705,1,15,059602000,1,01,202506,5,5,01,0,06,645008,832791,832791,P34Z,
042904097,FISHTOWN HORRIBLES COMMITTEE INC,,PO BOX 924,GLOUCESTER,MA,01931-0924,0000,04,3,1000,201908,2,00,000000000,5,01,202405,3,2,02,0,05,30820,24386,-2582,S80,
042904624,HAMPDEN COUNTY EMERGENCY MEDICAL SERVICES COUNCIL INC,,PO BOX 502,W SPRINGFIELD,MA,01090-0502,0000,03,3,1000,201507,1,15,000000000,1,01,202406,1,1,02,0,06,7271,2003,2003,M20,
042906015,WEYMOUTH YOUTH SOCCER INC,,PO BOX 25,WEYMOUTH,MA,02188-0001,0000,07,0,1000,000000,0,00,000000000,5,01,202412,3,4,01,0,12,79449,343308,343308,,
042907399,THE LITERACY PROJECT INC,% RUTH ELLEN HOLLAND,278 MAIN ST STE 202,GREENFIELD,MA,01301-3230,0000,03,3,2000,198706,1,11,046030000,1,01,202506,6,6,01,0,06,1541278,1436145,1436145,,
042907561,NEW ENGLAND WILDLIFE CENTER,,500 COLUMBIAN ST,S WEYMOUTH,MA,02190-1130,0000,03,3,1000,198404,1,15,000000000,1,01,202412,8,8,01,0,12,38649149,30843812,30843812,D340,
042907584,ANCIENT ORDER OF HIBERNIANS IN AMERICA,% DENNIS MURPHY,PO BOX 11,WATERTOWN,MA,02471-0011,0832,08,9,1000,194505,1,00,279265000,5,01,202406,4,4,01,0,06,494103,377213,173954,,19 MI 14
042908712,MEETINGHOUSE ROAD ASSOCIATION INC,% JOHN O FLENDER,PO BOX 553,TISBURY,MA,02568-0553,0000,04,3,3000,199807,2,00,401000000,1,01,202503,0,0,02,0,03,0,0,0,,
042908722,AIDS SUPPORT GROUP OF CAPE COD INC,,PO BOX 1522,PROVINCETOWN,MA,02657-5522,0000,03,3,1000,198701,1,15,179531000,1,01,202406,6,7,01,0,06,2447391,7435132,7403003,G81Z,
